event_id,event_type,severity,impact_score
DIS04018,Cyber Attack,High,92
DIS04019,Earthquake,Medium,87
DIS04020,Flood,Low,57
DIS04021,Port Closure,High,99
DIS04022,Cyber Attack,Low,9
DIS04023,Port Closure,Low,97
DIS04024,Earthquake,Medium,54
DIS04025,Earthquake,High,50
DIS04026,Port Closure,Medium,35
DIS04027,Flood,High,13
DIS04028,Port Closure,Medium,52
DIS04029,Earthquake,Low,84
DIS04030,Flood,High,28
DIS04031,Earthquake,Low,97
DIS04032,Supplier Failure,Medium,96
DIS04033,Supplier Failure,Medium,18
DIS04034,Port Closure,High,5
DIS04035,Earthquake,High,70
DIS04036,Supplier Failure,Medium,11
DIS04037,Cyber Attack,Low,54
DIS04038,Cyber Attack,High,24
DIS04039,Cyber Attack,Medium,12
DIS04040,Cyber Attack,High,6
DIS04041,Supplier Failure,Medium,51
DIS04042,Port Closure,Low,14
DIS04043,Earthquake,Medium,28
DIS04044,Flood,Low,49
DIS04045,Earthquake,High,5
DIS04046,Cyber Attack,Medium,27
DIS04047,Earthquake,High,99
DIS04048,Port Closure,High,32
DIS04049,Earthquake,Medium,59
DIS04050,Cyber Attack,High,48
DIS04051,Port Closure,Medium,45
DIS04052,Flood,High,73
DIS04053,Earthquake,Low,82
DIS04054,Port Closure,Medium,63
DIS04055,Supplier Failure,Low,38
DIS04056,Supplier Failure,Low,4
DIS04057,Supplier Failure,Low,65
DIS04058,Supplier Failure,Medium,86
DIS04059,Port Closure,Medium,6
DIS04060,Flood,High,19
DIS04061,Flood,Medium,46
DIS04062,Flood,Medium,14
DIS04063,Port Closure,Medium,75
DIS04064,Flood,Low,91
DIS04065,Supplier Failure,Low,27
DIS04066,Supplier Failure,Medium,18
DIS04067,Earthquake,High,72
DIS04068,Supplier Failure,High,98
DIS04069,Flood,Medium,82
DIS04070,Earthquake,Low,38
DIS04071,Supplier Failure,Low,20
DIS04072,Flood,Low,47
DIS04073,Cyber Attack,High,63
DIS04074,Cyber Attack,Low,39
DIS04075,Port Closure,Medium,29
DIS04076,Cyber Attack,Low,44
DIS04077,Cyber Attack,High,56
DIS04078,Flood,Medium,83
DIS04079,Flood,Medium,40
DIS04080,Supplier Failure,High,63
DIS04081,Cyber Attack,Low,1
DIS04082,Flood,Medium,39
DIS04083,Supplier Failure,High,24
DIS04084,Flood,Medium,14
DIS04085,Cyber Attack,Medium,100
DIS04086,Cyber Attack,Low,80
DIS04087,Earthquake,High,31
DIS04088,Flood,Medium,51
DIS04089,Port Closure,Low,71
DIS04090,Flood,High,49
DIS04091,Cyber Attack,Low,50
DIS04092,Earthquake,Medium,67
DIS04093,Port Closure,Low,79
DIS04094,Port Closure,Low,4
DIS04095,Supplier Failure,High,76
DIS04096,Flood,Medium,28
DIS04097,Cyber Attack,High,25
DIS04098,Earthquake,Medium,70
DIS04099,Cyber Attack,Low,84
DIS04100,Earthquake,Medium,34
DIS04101,Earthquake,High,86
DIS04102,Supplier Failure,High,99
DIS04103,Port Closure,High,16
DIS04104,Cyber Attack,Medium,83
DIS04105,Flood,High,17
DIS04106,Earthquake,Medium,79
DIS04107,Cyber Attack,High,50
DIS04108,Cyber Attack,Low,74
DIS04109,Port Closure,Medium,74
DIS04110,Supplier Failure,Low,28
DIS04111,Port Closure,Medium,17
DIS04112,Supplier Failure,Medium,29
DIS04113,Earthquake,Medium,1
DIS04114,Port Closure,Low,39
DIS04115,Supplier Failure,High,33
DIS04116,Earthquake,High,89
DIS04117,Supplier Failure,High,42
DIS04118,Supplier Failure,High,33
DIS04119,Flood,Medium,60
DIS04120,Cyber Attack,Medium,64
DIS04121,Supplier Failure,High,19
DIS04122,Port Closure,Low,36
DIS04123,Cyber Attack,Medium,34
DIS04124,Flood,High,10
DIS04125,Supplier Failure,Low,55
DIS04126,Cyber Attack,Medium,17
DIS04127,Earthquake,Medium,72
DIS04128,Earthquake,Low,95
DIS04129,Port Closure,Medium,90
DIS04130,Earthquake,High,74
DIS04131,Port Closure,Low,53
DIS04132,Earthquake,High,54
DIS04133,Cyber Attack,Low,57
DIS04134,Earthquake,High,74
DIS04135,Port Closure,Medium,67
DIS04136,Supplier Failure,Medium,62
DIS04137,Cyber Attack,High,37
DIS04138,Port Closure,Low,23
DIS04139,Flood,High,63
DIS04140,Supplier Failure,High,46
DIS04141,Port Closure,High,1
DIS04142,Port Closure,Medium,41
DIS04143,Supplier Failure,Medium,93
DIS04144,Earthquake,High,84
DIS04145,Port Closure,Low,99
DIS04146,Cyber Attack,Low,89
DIS04147,Cyber Attack,Low,52
DIS04148,Port Closure,Low,76
DIS04149,Supplier Failure,Low,5
DIS04150,Supplier Failure,High,59
DIS04151,Flood,High,86
DIS04152,Cyber Attack,High,4
DIS04153,Flood,Medium,86
DIS04154,Flood,High,14
DIS04155,Supplier Failure,Medium,18
DIS04156,Flood,Medium,25
DIS04157,Supplier Failure,Medium,99
DIS04158,Port Closure,Medium,20
DIS04159,Cyber Attack,Medium,20
DIS04160,Port Closure,Medium,8
DIS04161,Cyber Attack,High,88
DIS04162,Supplier Failure,Medium,94
DIS04163,Flood,Medium,35
DIS04164,Cyber Attack,Low,12
DIS04165,Earthquake,Medium,70
DIS04166,Cyber Attack,Medium,2
DIS04167,Earthquake,High,78
DIS04168,Flood,High,52
DIS04169,Flood,Medium,1
DIS04170,Supplier Failure,Medium,63
DIS04171,Flood,High,26
DIS04172,Supplier Failure,Medium,68
DIS04173,Cyber Attack,Medium,48
DIS04174,Supplier Failure,High,92
DIS04175,Port Closure,High,97
DIS04176,Supplier Failure,High,10
DIS04177,Port Closure,Medium,43
DIS04178,Cyber Attack,Low,57
DIS04179,Flood,Low,72
DIS04180,Earthquake,Low,33
DIS04181,Earthquake,Medium,42
DIS04182,Cyber Attack,Low,86
DIS04183,Earthquake,High,20
DIS04184,Port Closure,Medium,16
DIS04185,Cyber Attack,Low,97
DIS04186,Flood,Low,52
DIS04187,Earthquake,Low,18
DIS04188,Port Closure,Low,35
DIS04189,Flood,Medium,18
DIS04190,Earthquake,High,97
DIS04191,Flood,High,87
DIS04192,Port Closure,Medium,38
DIS04193,Flood,Medium,52
DIS04194,Supplier Failure,Medium,34
DIS04195,Cyber Attack,High,23
DIS04196,Earthquake,High,46
DIS04197,Port Closure,Medium,100
DIS04198,Earthquake,Low,37
DIS04199,Cyber Attack,Medium,56
DIS04200,Supplier Failure,Medium,96
DIS04201,Flood,Low,58
DIS04202,Earthquake,High,41
DIS04203,Earthquake,High,13
DIS04204,Flood,High,4
DIS04205,Earthquake,Medium,48
DIS04206,Cyber Attack,Low,17
DIS04207,Cyber Attack,Low,33
DIS04208,Earthquake,Medium,35
DIS04209,Supplier Failure,Medium,43
DIS04210,Port Closure,Medium,25
DIS04211,Port Closure,Low,2
DIS04212,Flood,High,44
DIS04213,Port Closure,High,28
DIS04214,Cyber Attack,High,38
DIS04215,Supplier Failure,Low,18
DIS04216,Earthquake,Medium,13
DIS04217,Cyber Attack,High,66
DIS04218,Supplier Failure,Low,39
DIS04219,Flood,Low,19
DIS04220,Cyber Attack,High,20
DIS04221,Flood,Medium,17
DIS04222,Supplier Failure,Medium,45
DIS04223,Earthquake,Medium,11
DIS04224,Flood,Medium,20
DIS04225,Supplier Failure,High,34
DIS04226,Earthquake,Low,35
DIS04227,Cyber Attack,Low,6
DIS04228,Supplier Failure,Medium,75
DIS04229,Supplier Failure,High,23
DIS04230,Flood,Medium,35
DIS04231,Port Closure,High,60
DIS04232,Flood,Low,76
DIS04233,Flood,Low,67
DIS04234,Port Closure,High,89
DIS04235,Earthquake,High,71
DIS04236,Flood,Medium,88
DIS04237,Cyber Attack,High,48
DIS04238,Flood,Low,8
DIS04239,Port Closure,Medium,77
DIS04240,Earthquake,High,90
DIS04241,Earthquake,Low,70
DIS04242,Port Closure,Medium,9
DIS04243,Supplier Failure,Medium,14
DIS04244,Earthquake,Medium,33
DIS04245,Cyber Attack,Medium,96
DIS04246,Supplier Failure,Low,54
DIS04247,Earthquake,High,95
DIS04248,Supplier Failure,Medium,49
DIS04249,Port Closure,Low,95
DIS04250,Flood,Low,82
DIS04251,Supplier Failure,Medium,24
DIS04252,Port Closure,Medium,59
DIS04253,Earthquake,Medium,81
DIS04254,Port Closure,Medium,8
DIS04255,Port Closure,Medium,86
DIS04256,Cyber Attack,Medium,12
DIS04257,Port Closure,High,32
DIS04258,Supplier Failure,Medium,32
DIS04259,Flood,Low,29
DIS04260,Earthquake,Medium,24
DIS04261,Supplier Failure,High,22
DIS04262,Port Closure,Medium,57
DIS04263,Port Closure,Low,43
DIS04264,Flood,Low,92
DIS04265,Supplier Failure,High,56
DIS04266,Supplier Failure,Low,18
DIS04267,Supplier Failure,Low,34
DIS04268,Cyber Attack,Low,73
DIS04269,Earthquake,Medium,66
DIS04270,Cyber Attack,Medium,64
DIS04271,Earthquake,Medium,62
DIS04272,Cyber Attack,Low,40
DIS04273,Flood,Low,67
DIS04274,Port Closure,Low,7
DIS04275,Port Closure,High,76
DIS04276,Port Closure,High,34
DIS04277,Supplier Failure,Medium,97
DIS04278,Earthquake,Low,5
DIS04279,Flood,Low,58
DIS04280,Port Closure,Medium,70
DIS04281,Earthquake,High,72
DIS04282,Port Closure,Low,98
DIS04283,Port Closure,Low,77
DIS04284,Cyber Attack,High,47
DIS04285,Cyber Attack,High,31
DIS04286,Supplier Failure,High,16
DIS04287,Port Closure,Low,62
DIS04288,Earthquake,Medium,74
DIS04289,Flood,High,33
DIS04290,Port Closure,Low,73
DIS04291,Earthquake,Medium,80
DIS04292,Supplier Failure,Low,12
DIS04293,Cyber Attack,Medium,18
DIS04294,Cyber Attack,Medium,40
DIS04295,Flood,Low,46
DIS04296,Supplier Failure,Low,64
DIS04297,Flood,Low,88
DIS04298,Earthquake,High,69
DIS04299,Cyber Attack,Medium,15
DIS04300,Earthquake,Medium,96
DIS04301,Flood,Medium,33
DIS04302,Flood,High,63
DIS04303,Supplier Failure,Medium,11
DIS04304,Flood,Medium,84
DIS04305,Cyber Attack,High,11
DIS04306,Flood,High,25
DIS04307,Earthquake,Medium,98
DIS04308,Earthquake,High,63
DIS04309,Cyber Attack,High,47
DIS04310,Flood,High,91
DIS04311,Supplier Failure,High,27
DIS04312,Flood,High,37
DIS04313,Supplier Failure,Low,70
DIS04314,Flood,Low,92
DIS04315,Supplier Failure,High,94
DIS04316,Supplier Failure,Low,42
DIS04317,Earthquake,Medium,74
DIS04318,Port Closure,High,68
DIS04319,Earthquake,Low,92
DIS04320,Flood,Low,15
DIS04321,Flood,Medium,25
DIS04322,Supplier Failure,High,88
DIS04323,Earthquake,Low,2
DIS04324,Flood,Low,21
DIS04325,Supplier Failure,Medium,30
DIS04326,Flood,Medium,13
DIS04327,Flood,Medium,77
DIS04328,Port Closure,Medium,9
DIS04329,Supplier Failure,Medium,23
DIS04330,Cyber Attack,Medium,52
DIS04331,Flood,Low,85
DIS04332,Supplier Failure,Medium,76
DIS04333,Supplier Failure,Medium,63
DIS04334,Port Closure,Low,87
DIS04335,Supplier Failure,High,55
DIS04336,Supplier Failure,Low,83
DIS04337,Port Closure,High,1
DIS04338,Earthquake,Low,31
DIS04339,Supplier Failure,Medium,35
DIS04340,Flood,Medium,25
DIS04341,Earthquake,Medium,99
DIS04342,Cyber Attack,Medium,21
DIS04343,Port Closure,Low,64
DIS04344,Supplier Failure,Low,28
DIS04345,Supplier Failure,Low,77
DIS04346,Earthquake,High,20
DIS04347,Supplier Failure,High,35
DIS04348,Cyber Attack,High,17
DIS04349,Port Closure,Low,52
DIS04350,Port Closure,Medium,70
DIS04351,Supplier Failure,Low,86
DIS04352,Supplier Failure,Low,94
DIS04353,Earthquake,Medium,2
DIS04354,Flood,Medium,56
DIS04355,Flood,Medium,88
DIS04356,Port Closure,Low,75
DIS04357,Supplier Failure,High,8
DIS04358,Earthquake,High,82
DIS04359,Flood,High,43
DIS04360,Earthquake,High,66
DIS04361,Supplier Failure,Low,35
DIS04362,Port Closure,Medium,70
DIS04363,Flood,Low,32
DIS04364,Flood,High,28
DIS04365,Supplier Failure,Medium,89
DIS04366,Port Closure,Low,53
DIS04367,Supplier Failure,Medium,29
DIS04368,Port Closure,High,75
DIS04369,Cyber Attack,Low,17
DIS04370,Flood,High,8
DIS04371,Flood,High,45
DIS04372,Earthquake,Medium,40
DIS04373,Flood,High,17
DIS04374,Cyber Attack,Low,98
DIS04375,Port Closure,High,21
DIS04376,Cyber Attack,High,27
DIS04377,Earthquake,Medium,68
DIS04378,Port Closure,Low,76
DIS04379,Cyber Attack,Low,72
DIS04380,Flood,High,76
DIS04381,Earthquake,Low,95
DIS04382,Cyber Attack,Medium,90
DIS04383,Cyber Attack,Low,70
DIS04384,Port Closure,Medium,49
DIS04385,Earthquake,High,26
DIS04386,Supplier Failure,Medium,40
DIS04387,Flood,Low,79
DIS04388,Cyber Attack,Low,74
DIS04389,Supplier Failure,Medium,1
DIS04390,Cyber Attack,High,47
DIS04391,Supplier Failure,Medium,26
DIS04392,Supplier Failure,Low,84
DIS04393,Cyber Attack,Low,45
DIS04394,Flood,High,35
DIS04395,Supplier Failure,Low,38
DIS04396,Earthquake,High,1
DIS04397,Flood,High,94
DIS04398,Flood,High,69
DIS04399,Port Closure,Low,57
DIS04400,Supplier Failure,Low,67
DIS04401,Port Closure,Low,51
DIS04402,Port Closure,High,56
DIS04403,Earthquake,Low,8
DIS04404,Cyber Attack,Low,21
DIS04405,Cyber Attack,High,82
DIS04406,Supplier Failure,Low,52
DIS04407,Supplier Failure,High,81
DIS04408,Flood,Medium,84
DIS04409,Cyber Attack,High,66
DIS04410,Cyber Attack,High,14
DIS04411,Port Closure,High,61
DIS04412,Cyber Attack,Low,49
DIS04413,Supplier Failure,Medium,27
DIS04414,Flood,High,61
DIS04415,Port Closure,High,2
DIS04416,Port Closure,Medium,83
DIS04417,Port Closure,Medium,3
DIS04418,Flood,Low,93
DIS04419,Earthquake,Low,4
DIS04420,Flood,High,19
DIS04421,Flood,High,75
DIS04422,Earthquake,High,87
DIS04423,Supplier Failure,High,64
DIS04424,Flood,Medium,66
DIS04425,Supplier Failure,High,10
DIS04426,Cyber Attack,Medium,84
DIS04427,Flood,High,1
DIS04428,Earthquake,Low,21
DIS04429,Flood,Low,78
DIS04430,Flood,Low,29
DIS04431,Flood,High,77
DIS04432,Flood,High,8
DIS04433,Supplier Failure,High,54
DIS04434,Supplier Failure,Medium,56
DIS04435,Earthquake,Low,67
DIS04436,Earthquake,High,89
DIS04437,Cyber Attack,Low,87
DIS04438,Supplier Failure,Medium,21
DIS04439,Cyber Attack,Medium,3
DIS04440,Supplier Failure,High,37
DIS04441,Cyber Attack,High,6
DIS04442,Port Closure,High,40
DIS04443,Port Closure,Medium,100
DIS04444,Port Closure,Low,3
DIS04445,Cyber Attack,Low,100
DIS04446,Port Closure,High,22
DIS04447,Port Closure,Low,48
DIS04448,Supplier Failure,Low,63
DIS04449,Earthquake,Low,12
DIS04450,Earthquake,Low,70
DIS04451,Cyber Attack,Medium,52
DIS04452,Flood,Low,62
DIS04453,Cyber Attack,Low,93
DIS04454,Cyber Attack,Medium,49
DIS04455,Port Closure,High,81
DIS04456,Flood,Medium,74
DIS04457,Supplier Failure,Medium,83
DIS04458,Flood,High,18
DIS04459,Supplier Failure,Low,77
DIS04460,Port Closure,Low,50
DIS04461,Port Closure,Medium,33
DIS04462,Port Closure,High,9
DIS04463,Earthquake,Medium,32
DIS04464,Flood,Medium,57
DIS04465,Supplier Failure,Low,95
DIS04466,Cyber Attack,Low,97
DIS04467,Supplier Failure,High,6
DIS04468,Cyber Attack,Medium,54
DIS04469,Cyber Attack,Low,53
DIS04470,Flood,Medium,71
DIS04471,Port Closure,Low,49
DIS04472,Cyber Attack,Low,65
DIS04473,Flood,High,94
DIS04474,Supplier Failure,Medium,28
DIS04475,Supplier Failure,Low,84
DIS04476,Port Closure,Medium,38
DIS04477,Cyber Attack,Low,56
DIS04478,Cyber Attack,Medium,20
DIS04479,Supplier Failure,Low,10
DIS04480,Port Closure,Low,83
DIS04481,Port Closure,Low,79
DIS04482,Earthquake,High,27
DIS04483,Supplier Failure,High,78
DIS04484,Port Closure,Low,98
DIS04485,Cyber Attack,Low,20
DIS04486,Earthquake,High,47
DIS04487,Flood,Medium,58
DIS04488,Earthquake,High,37
DIS04489,Supplier Failure,Medium,35
DIS04490,Earthquake,Medium,59
DIS04491,Port Closure,High,40
DIS04492,Earthquake,Low,85
DIS04493,Earthquake,High,87
DIS04494,Earthquake,Medium,98
DIS04495,Earthquake,Low,34
DIS04496,Supplier Failure,High,85
DIS04497,Cyber Attack,Low,58
DIS04498,Earthquake,High,34
DIS04499,Earthquake,Low,44
DIS04500,Port Closure,Medium,36
DIS04501,Port Closure,Medium,47
DIS04502,Earthquake,Medium,25
DIS04503,Supplier Failure,Low,46
DIS04504,Earthquake,Medium,33
DIS04505,Earthquake,Medium,65
DIS04506,Flood,Low,30
DIS04507,Cyber Attack,Medium,66
DIS04508,Cyber Attack,Medium,11
DIS04509,Supplier Failure,Medium,74
DIS04510,Supplier Failure,Medium,10
DIS04511,Flood,Low,61
DIS04512,Port Closure,Low,54
DIS04513,Flood,Medium,69
DIS04514,Cyber Attack,Low,84
DIS04515,Port Closure,Low,30
DIS04516,Port Closure,High,19
DIS04517,Cyber Attack,Low,77
DIS04518,Supplier Failure,High,20
DIS04519,Earthquake,Medium,45
DIS04520,Cyber Attack,High,69
DIS04521,Flood,Low,72
DIS04522,Flood,Medium,51
DIS04523,Supplier Failure,High,94
DIS04524,Port Closure,High,78
DIS04525,Supplier Failure,Low,71
DIS04526,Cyber Attack,Medium,43
DIS04527,Flood,Low,38
DIS04528,Supplier Failure,Low,46
DIS04529,Flood,Medium,9
DIS04530,Earthquake,High,97
DIS04531,Earthquake,Low,7
DIS04532,Flood,Low,4
DIS04533,Port Closure,High,5
DIS04534,Earthquake,Low,1
DIS04535,Port Closure,Low,91
DIS04536,Port Closure,Low,68
DIS04537,Supplier Failure,High,28
DIS04538,Cyber Attack,Medium,60
DIS04539,Flood,Medium,15
DIS04540,Cyber Attack,Medium,45
DIS04541,Port Closure,Low,40
DIS04542,Cyber Attack,Low,30
DIS04543,Supplier Failure,Medium,81
DIS04544,Port Closure,Medium,8
DIS04545,Port Closure,Medium,14
DIS04546,Port Closure,Low,61
DIS04547,Earthquake,Medium,92
DIS04548,Port Closure,Medium,43
DIS04549,Cyber Attack,Low,52
DIS04550,Flood,Medium,67
DIS04551,Port Closure,High,51
DIS04552,Supplier Failure,Medium,71
DIS04553,Flood,High,38
DIS04554,Flood,Low,17
DIS04555,Cyber Attack,Low,73
DIS04556,Supplier Failure,Medium,90
DIS04557,Port Closure,Medium,16
DIS04558,Supplier Failure,High,10
DIS04559,Supplier Failure,Medium,39
DIS04560,Earthquake,Medium,88
DIS04561,Earthquake,Low,89
DIS04562,Earthquake,Low,77
DIS04563,Cyber Attack,Low,48
DIS04564,Supplier Failure,High,89
DIS04565,Cyber Attack,Low,44
DIS04566,Earthquake,Low,59
DIS04567,Flood,High,99
DIS04568,Cyber Attack,Medium,76
DIS04569,Supplier Failure,Medium,14
DIS04570,Supplier Failure,Medium,44
DIS04571,Flood,Medium,54
DIS04572,Earthquake,Medium,80
DIS04573,Earthquake,Medium,93
DIS04574,Earthquake,Low,77
DIS04575,Supplier Failure,Low,10
DIS04576,Port Closure,Medium,17
DIS04577,Flood,High,21
DIS04578,Cyber Attack,Low,26
DIS04579,Flood,High,97
DIS04580,Flood,Medium,17
DIS04581,Port Closure,Medium,24
DIS04582,Cyber Attack,Low,71
DIS04583,Flood,High,91
DIS04584,Flood,Low,84
DIS04585,Earthquake,Medium,86
DIS04586,Cyber Attack,Medium,83
DIS04587,Supplier Failure,Low,36
DIS04588,Port Closure,Medium,28
DIS04589,Port Closure,Low,39
DIS04590,Port Closure,Medium,68
DIS04591,Supplier Failure,High,5
DIS04592,Earthquake,Low,54
DIS04593,Supplier Failure,Low,51
DIS04594,Port Closure,Medium,81
DIS04595,Flood,High,8
DIS04596,Supplier Failure,High,4
DIS04597,Flood,Low,76
DIS04598,Supplier Failure,Medium,60
DIS04599,Supplier Failure,Medium,55
DIS04600,Flood,Low,93
DIS04601,Port Closure,High,31
DIS04602,Cyber Attack,High,25
DIS04603,Port Closure,Medium,46
DIS04604,Cyber Attack,Medium,26
DIS04605,Supplier Failure,Low,77
DIS04606,Earthquake,Medium,71
DIS04607,Port Closure,High,59
DIS04608,Supplier Failure,Medium,40
DIS04609,Earthquake,High,63
DIS04610,Supplier Failure,High,58
DIS04611,Cyber Attack,Low,48
DIS04612,Port Closure,High,34
DIS04613,Port Closure,High,95
DIS04614,Supplier Failure,Low,35
DIS04615,Earthquake,Low,50
DIS04616,Flood,Low,1
DIS04617,Flood,Low,22
DIS04618,Flood,Medium,62
DIS04619,Cyber Attack,Medium,84
DIS04620,Port Closure,Medium,22
DIS04621,Cyber Attack,High,67
DIS04622,Cyber Attack,High,20
DIS04623,Port Closure,Low,100
DIS04624,Earthquake,Low,100
DIS04625,Port Closure,Medium,58
DIS04626,Cyber Attack,High,43
DIS04627,Port Closure,Low,32
DIS04628,Port Closure,Low,22
DIS04629,Cyber Attack,High,43
DIS04630,Flood,Medium,74
DIS04631,Earthquake,Medium,64
DIS04632,Cyber Attack,Low,54
DIS04633,Earthquake,High,15
DIS04634,Earthquake,Medium,83
DIS04635,Port Closure,Medium,28
DIS04636,Flood,Medium,49
DIS04637,Supplier Failure,Medium,46
DIS04638,Flood,High,57
DIS04639,Port Closure,Medium,4
DIS04640,Flood,High,94
DIS04641,Earthquake,High,71
DIS04642,Port Closure,Medium,51
DIS04643,Earthquake,High,7
DIS04644,Cyber Attack,Medium,53
DIS04645,Flood,Medium,29
DIS04646,Supplier Failure,Low,36
DIS04647,Cyber Attack,High,49
DIS04648,Earthquake,Low,49
DIS04649,Earthquake,Medium,68
DIS04650,Supplier Failure,Low,32
DIS04651,Cyber Attack,Low,15
DIS04652,Cyber Attack,Low,20
DIS04653,Port Closure,Medium,35
DIS04654,Earthquake,Medium,86
DIS04655,Earthquake,Medium,89
DIS04656,Supplier Failure,High,78
DIS04657,Cyber Attack,High,35
DIS04658,Cyber Attack,Low,32
DIS04659,Port Closure,High,63
DIS04660,Flood,Medium,32
DIS04661,Port Closure,Medium,43
DIS04662,Flood,Low,47
DIS04663,Earthquake,High,88
DIS04664,Supplier Failure,High,29
DIS04665,Port Closure,High,37
DIS04666,Supplier Failure,Low,95
DIS04667,Flood,Medium,52
DIS04668,Earthquake,Medium,93
DIS04669,Earthquake,High,78
DIS04670,Cyber Attack,High,46
DIS04671,Supplier Failure,Low,29
DIS04672,Supplier Failure,Low,98
DIS04673,Earthquake,Medium,2
DIS04674,Supplier Failure,Low,77
DIS04675,Supplier Failure,Medium,84
DIS04676,Supplier Failure,High,4
DIS04677,Flood,High,87
DIS04678,Flood,Low,81
DIS04679,Flood,Low,43
DIS04680,Flood,Low,73
DIS04681,Cyber Attack,Medium,25
DIS04682,Port Closure,High,60
DIS04683,Port Closure,Low,89
DIS04684,Flood,High,45
DIS04685,Port Closure,High,52
DIS04686,Port Closure,Low,92
DIS04687,Cyber Attack,Medium,50
DIS04688,Earthquake,High,13
DIS04689,Supplier Failure,Medium,57
DIS04690,Cyber Attack,Medium,58
DIS04691,Port Closure,Medium,32
DIS04692,Port Closure,Low,28
DIS04693,Port Closure,High,6
DIS04694,Supplier Failure,Low,79
DIS04695,Earthquake,Medium,15
DIS04696,Port Closure,Medium,68
DIS04697,Port Closure,Medium,31
DIS04698,Supplier Failure,High,27
DIS04699,Supplier Failure,High,95
DIS04700,Cyber Attack,Low,69
DIS04701,Flood,Low,66
DIS04702,Cyber Attack,Low,100
DIS04703,Port Closure,High,64
DIS04704,Port Closure,Low,93
DIS04705,Supplier Failure,High,43
DIS04706,Port Closure,Low,11
DIS04707,Cyber Attack,Low,41
DIS04708,Earthquake,High,60
DIS04709,Cyber Attack,Low,78
DIS04710,Supplier Failure,Low,27
DIS04711,Earthquake,High,44
DIS04712,Cyber Attack,High,50
DIS04713,Flood,High,51
DIS04714,Supplier Failure,High,8
DIS04715,Flood,Medium,32
DIS04716,Flood,High,93
DIS04717,Port Closure,Medium,81
DIS04718,Cyber Attack,High,71
DIS04719,Cyber Attack,Low,10
DIS04720,Flood,High,62
DIS04721,Supplier Failure,High,96
DIS04722,Earthquake,High,58
DIS04723,Earthquake,Low,50
DIS04724,Cyber Attack,Low,79
DIS04725,Flood,Medium,89
DIS04726,Supplier Failure,Medium,89
DIS04727,Supplier Failure,Low,98
DIS04728,Cyber Attack,Low,38
DIS04729,Earthquake,Medium,81
DIS04730,Flood,Low,82
DIS04731,Supplier Failure,High,57
DIS04732,Earthquake,High,94
DIS04733,Earthquake,Medium,9
DIS04734,Flood,Low,74
DIS04735,Flood,Low,50
DIS04736,Supplier Failure,Low,81
DIS04737,Earthquake,Low,1
DIS04738,Supplier Failure,Low,80
DIS04739,Port Closure,Medium,2
DIS04740,Cyber Attack,High,67
DIS04741,Supplier Failure,Low,32
DIS04742,Flood,Medium,48
DIS04743,Supplier Failure,Medium,62
DIS04744,Earthquake,Low,22
DIS04745,Cyber Attack,Medium,27
DIS04746,Earthquake,Medium,19
DIS04747,Supplier Failure,Low,99
DIS04748,Earthquake,Medium,74
DIS04749,Supplier Failure,High,53
DIS04750,Cyber Attack,Low,80
DIS04751,Port Closure,Medium,91
DIS04752,Supplier Failure,Low,5
DIS04753,Flood,Low,14
DIS04754,Earthquake,Medium,72
DIS04755,Earthquake,High,44
DIS04756,Port Closure,Low,45
DIS04757,Cyber Attack,Low,83
DIS04758,Earthquake,High,43
DIS04759,Cyber Attack,Low,90
DIS04760,Supplier Failure,High,95
DIS04761,Earthquake,High,55
DIS04762,Cyber Attack,Low,14
DIS04763,Flood,Medium,84
DIS04764,Port Closure,High,66
DIS04765,Cyber Attack,Medium,43
DIS04766,Port Closure,Low,34
DIS04767,Supplier Failure,High,8
DIS04768,Earthquake,Low,60
DIS04769,Cyber Attack,High,59
DIS04770,Flood,High,42
DIS04771,Flood,Low,43
DIS04772,Port Closure,High,11
DIS04773,Flood,Medium,12
DIS04774,Supplier Failure,Medium,40
DIS04775,Supplier Failure,High,18
DIS04776,Supplier Failure,Medium,26
DIS04777,Earthquake,Low,48
DIS04778,Earthquake,High,79
DIS04779,Cyber Attack,Low,23
DIS04780,Port Closure,High,72
DIS04781,Port Closure,Medium,67
DIS04782,Supplier Failure,High,51
DIS04783,Flood,Medium,81
DIS04784,Supplier Failure,Medium,12
DIS04785,Cyber Attack,Low,45
DIS04786,Supplier Failure,Low,33
DIS04787,Flood,Low,41
DIS04788,Port Closure,Medium,61
DIS04789,Port Closure,Low,31
DIS04790,Flood,High,6
DIS04791,Cyber Attack,Low,53
DIS04792,Port Closure,Low,26
DIS04793,Cyber Attack,Medium,57
DIS04794,Port Closure,Low,73
DIS04795,Earthquake,High,85
DIS04796,Port Closure,High,91
DIS04797,Flood,Medium,73
DIS04798,Cyber Attack,Medium,35
DIS04799,Flood,Low,100
DIS04800,Flood,Low,51
DIS04801,Supplier Failure,Low,74
DIS04802,Supplier Failure,Low,88
DIS04803,Cyber Attack,High,58
DIS04804,Flood,Low,2
DIS04805,Earthquake,High,70
DIS04806,Flood,High,30
DIS04807,Port Closure,High,38
DIS04808,Cyber Attack,Medium,62
DIS04809,Port Closure,High,81
DIS04810,Port Closure,Medium,36
DIS04811,Cyber Attack,Medium,28
DIS04812,Port Closure,High,58
DIS04813,Supplier Failure,High,72
DIS04814,Flood,Low,67
DIS04815,Port Closure,High,18
DIS04816,Flood,Medium,33
DIS04817,Cyber Attack,High,84
DIS04818,Earthquake,Low,8
