supplier_id,name,country,risk_score
SUP01888,Shields-Morris,Germany,74
SUP01889,Miller-Nelson,Singapore,60
SUP01890,Schultz PLC,Singapore,38
SUP01891,"Scott, Rivas and Haas",Japan,69
SUP01892,"Martin, Saunders and Martinez",China,80
SUP01893,Monroe LLC,Singapore,86
SUP01894,Ramirez Inc,USA,26
SUP01895,Anderson and Sons,India,94
SUP01896,"Jones, Lewis and Bush",Japan,38
SUP01897,"May, Kelly and Green",Japan,79
SUP01898,Joseph and Sons,China,42
SUP01899,"Higgins, Ortiz and Rogers",Singapore,31
SUP01900,"Shaw, Blair and Miles",China,15
SUP01901,"Diaz, Castaneda and Carter",Japan,67
SUP01902,Wilson PLC,UK,87
SUP01903,Tate-Yang,India,81
SUP01904,"Smith, Walls and Larson",Germany,80
SUP01905,"Richard, Neal and King",Japan,63
SUP01906,Greene Inc,Singapore,10
SUP01907,"Roberts, Berry and Schaefer",UK,76
SUP01908,Yates PLC,Singapore,46
SUP01909,Cervantes-Blackburn,India,29
SUP01910,Conner Group,Japan,57
SUP01911,"Smith, Patterson and Page",Japan,62
SUP01912,"Barnett, Parker and Watkins",India,56
SUP01913,Taylor-Olsen,UK,86
SUP01914,Alvarez-Dougherty,China,48
SUP01915,"Bryant, Williams and Higgins",China,19
SUP01916,"Blake, Rodriguez and Brown",Singapore,72
SUP01917,"Rosales, Robertson and Hall",Germany,85
SUP01918,Brock Inc,China,45
SUP01919,Martin LLC,Germany,50
SUP01920,Smith-Bailey,Japan,1
SUP01921,Gentry-Ward,China,35
SUP01922,King and Sons,Germany,70
SUP01923,Lopez LLC,UK,1
SUP01924,Smith-Lewis,China,46
SUP01925,"Wilcox, Lee and Herring",UK,96
SUP01926,Jacobson-Espinoza,China,50
SUP01927,Delgado-Lee,USA,91
SUP01928,"Olson, Hood and Ferguson",Germany,7
SUP01929,"Parrish, Walker and Marquez",India,50
SUP01930,Blanchard-Wolf,India,7
SUP01931,Murray-Fernandez,Japan,25
SUP01932,"Smith, Jenkins and Hartman",Singapore,57
SUP01933,Perry Inc,Japan,11
SUP01934,Marquez PLC,Singapore,65
SUP01935,Miller LLC,Germany,70
SUP01936,Parks-Nelson,China,97
SUP01937,Hughes Ltd,China,35
SUP01938,Guerra-Gutierrez,Germany,18
SUP01939,Johnson PLC,India,77
SUP01940,"Smith, Bennett and Perry",Japan,64
SUP01941,"Travis, Rivas and Thompson",UK,41
SUP01942,Terrell-Cabrera,Germany,98
SUP01943,Rivera-Green,Germany,98
SUP01944,Long-Snow,Singapore,33
SUP01945,Zimmerman and Sons,India,22
SUP01946,Lewis-Marshall,UK,4
SUP01947,"Gregory, David and Park",Singapore,93
SUP01948,Smith-Walker,Germany,7
SUP01949,Lynn-Vargas,Japan,96
SUP01950,"Frederick, Gilbert and Mills",USA,68
SUP01951,"Arnold, Moran and Heath",Germany,27
SUP01952,"Webb, Chambers and Vaughan",India,85
SUP01953,Fitzgerald-Evans,UK,20
SUP01954,"Johnson, Howard and Mosley",UK,54
SUP01955,Moody-Lee,India,45
SUP01956,Roberts Ltd,China,12
SUP01957,"Robertson, Ashley and Vasquez",China,38
SUP01958,Howard-Kelly,Germany,94
SUP01959,"Walker, Henderson and Young",Japan,3
SUP01960,Abbott-May,UK,34
SUP01961,Yang-Johnson,India,52
SUP01962,Williams and Sons,India,47
SUP01963,Manning-Henry,UK,11
SUP01964,Taylor PLC,Singapore,16
SUP01965,Carter-Cline,India,62
SUP01966,Martinez-Hicks,Germany,5
SUP01967,"Brennan, Davidson and Lopez",USA,36
SUP01968,Murphy Inc,USA,28
SUP01969,Hernandez-Dennis,Germany,98
SUP01970,Harris-Joseph,Germany,26
SUP01971,"Smith, Daniels and Roberts",Japan,19
SUP01972,Hines-Jones,USA,26
SUP01973,Trujillo PLC,Japan,85
SUP01974,Kelly-Smith,Singapore,8
SUP01975,"Jimenez, Sanders and Barnett",Singapore,79
SUP01976,Smith Ltd,UK,63
SUP01977,Farmer and Sons,Germany,30
SUP01978,"Wilson, Brooks and Mckenzie",Singapore,35
SUP01979,"Palmer, Harrison and Willis",USA,43
SUP01980,Lane-Long,Germany,2
SUP01981,Petty-Bennett,Japan,43
SUP01982,"Rivas, Lawrence and Ramirez",Singapore,67
SUP01983,Turner-Martin,China,81
SUP01984,Ramirez LLC,Japan,75
SUP01985,Rodriguez and Sons,Singapore,46
SUP01986,Hancock Group,Singapore,37
SUP01987,"Stone, Farmer and Palmer",USA,30
SUP01988,Jimenez Ltd,China,27
SUP01989,"Cole, Hall and Johnson",Japan,65
SUP01990,Johnson-Stein,Singapore,86
SUP01991,"Logan, Smith and Mills",China,82
SUP01992,Mcdonald-Webster,UK,4
SUP01993,Kennedy-Norris,USA,35
SUP01994,"Hanson, Vasquez and Williamson",UK,19
SUP01995,White-Patterson,China,41
SUP01996,Brewer-Diaz,USA,52
SUP01997,Hunt-Newton,Germany,71
SUP01998,Ho LLC,Singapore,81
SUP01999,"Frazier, Robinson and Allison",India,75
SUP02000,Morales-Warren,UK,89
SUP02001,Stark Group,India,94
SUP02002,Mills Group,Japan,61
SUP02003,Manning-Allen,Germany,98
SUP02004,Coffey and Sons,Singapore,7
SUP02005,Hill Group,Singapore,73
SUP02006,"Smith, Thompson and Blackburn",Singapore,83
SUP02007,Pitts-Cole,USA,66
SUP02008,Williams-Bishop,Singapore,29
SUP02009,Davis-Christian,UK,10
SUP02010,Cortez-Robbins,Germany,79
SUP02011,"Castro, Summers and Thomas",USA,60
SUP02012,Cole-Davis,UK,51
SUP02013,Taylor-Cannon,Germany,90
SUP02014,Woods PLC,UK,92
SUP02015,"Torres, House and Kirby",India,27
SUP02016,Vega-Brown,Germany,50
SUP02017,Kelly PLC,UK,87
SUP02018,Blake Ltd,Japan,45
SUP02019,Robinson-Randall,UK,61
SUP02020,Simmons-Walters,China,97
SUP02021,"Anderson, Molina and Flores",USA,66
SUP02022,Lynch PLC,Germany,97
SUP02023,"Duncan, Williams and Bradley",Singapore,84
SUP02024,Gaines Group,USA,24
SUP02025,Harrison-Li,Germany,85
SUP02026,Morris LLC,China,5
SUP02027,"Chen, Duran and Harvey",India,69
SUP02028,Michael Ltd,Singapore,80
SUP02029,Hinton LLC,UK,27
SUP02030,Anderson LLC,India,71
SUP02031,"Garcia, Baker and Sawyer",Germany,36
SUP02032,Reyes-Weaver,USA,94
SUP02033,"Brown, Forbes and Clarke",Japan,67
SUP02034,Davis and Sons,Germany,95
SUP02035,Williams-Huang,USA,85
SUP02036,Rios-Farrell,USA,48
SUP02037,"Evans, Rivers and Tyler",India,77
SUP02038,Simmons-Mills,Germany,71
SUP02039,"Williamson, Allen and Rogers",China,12
SUP02040,Miranda Ltd,China,73
SUP02041,Williams Inc,USA,100
SUP02042,Cox-Callahan,China,40
SUP02043,"Bullock, Luna and Greene",USA,9
SUP02044,Lee-Perry,USA,99
SUP02045,Howard Group,Singapore,70
SUP02046,"Olson, Bell and Hart",Japan,57
SUP02047,"Cortez, Boyd and Gonzales",UK,25
SUP02048,"Cole, Rogers and Williams",China,73
SUP02049,Walsh LLC,China,24
SUP02050,Morris Inc,Germany,82
SUP02051,Lewis-Daugherty,Singapore,61
SUP02052,"Hull, Mitchell and Munoz",China,67
SUP02053,Zavala LLC,India,25
SUP02054,Duncan-Turner,China,36
SUP02055,King and Sons,India,5
SUP02056,Rodriguez-Ferguson,India,87
SUP02057,Mendoza PLC,UK,43
SUP02058,Webb-King,UK,74
SUP02059,"Aguilar, Thomas and Price",India,74
SUP02060,Mendez Group,Singapore,77
SUP02061,Kaiser Group,Japan,99
SUP02062,"Hunter, English and Perkins",UK,77
SUP02063,Smith-Williams,India,96
SUP02064,Jackson-Morgan,India,14
SUP02065,Young and Sons,Japan,9
SUP02066,Perry PLC,Japan,3
SUP02067,Taylor Group,USA,82
SUP02068,"Hays, Frazier and Mendez",Japan,88
SUP02069,"Diaz, Perry and Horne",USA,85
SUP02070,"Alvarez, Jenkins and Harris",China,40
SUP02071,Choi-Clark,UK,62
SUP02072,Castillo-Daniels,Japan,69
SUP02073,Walker-Stewart,India,99
SUP02074,Wood Group,UK,23
SUP02075,"Jones, Hall and Harris",Japan,89
SUP02076,Chavez Group,Singapore,8
SUP02077,Lindsey-Stevens,Singapore,95
SUP02078,Hernandez-Williams,Singapore,39
SUP02079,"Fox, Carney and Werner",Singapore,96
SUP02080,Briggs-Turner,Singapore,83
SUP02081,Wilson-Hill,India,47
SUP02082,Curtis-Mccoy,India,39
SUP02083,"Thomas, Lindsey and Powell",India,36
SUP02084,Ibarra Group,Japan,20
SUP02085,"Carpenter, Macias and Harvey",Singapore,80
SUP02086,Ross Inc,Germany,65
SUP02087,Moses-Davis,Germany,85
SUP02088,Foster Group,Germany,64
SUP02089,Mejia Inc,Singapore,31
SUP02090,Allen-Peters,UK,64
SUP02091,Johnson Group,China,73
SUP02092,Hall-Knox,Germany,54
SUP02093,Baldwin-Johnson,Japan,47
SUP02094,"Jackson, King and Anthony",Singapore,65
SUP02095,"Morgan, Jacobs and Anderson",Japan,44
SUP02096,"Lee, Mitchell and Rodriguez",Germany,26
SUP02097,Alvarez PLC,China,1
SUP02098,"Ray, Taylor and Medina",Germany,10
SUP02099,Kim-Robinson,UK,92
SUP02100,Villa PLC,Singapore,59
SUP02101,Wood-Jackson,USA,38
SUP02102,Baker PLC,China,100
SUP02103,"Gomez, Church and Reed",Japan,44
SUP02104,Brown LLC,Singapore,10
SUP02105,"Clark, Andrews and Vance",India,41
SUP02106,Flores Ltd,India,50
SUP02107,Nelson and Sons,UK,74
SUP02108,Johnson-Gutierrez,Japan,90
SUP02109,Miller-Taylor,Singapore,85
SUP02110,Smith Inc,Singapore,54
SUP02111,Hensley-Donaldson,China,97
SUP02112,Maynard Inc,Singapore,90
SUP02113,"Williamson, Hughes and Valenzuela",Germany,100
SUP02114,Gates and Sons,USA,50
SUP02115,Walker-Turner,Japan,90
SUP02116,Jones-Crawford,Singapore,8
SUP02117,Taylor Inc,UK,47
SUP02118,Martinez-West,Germany,76
SUP02119,Rodgers PLC,Japan,48
SUP02120,Delacruz Ltd,UK,70
SUP02121,Williams Ltd,Germany,71
SUP02122,"Thomas, Huffman and Montgomery",Singapore,1
SUP02123,Davis-Brown,India,53
SUP02124,"Watkins, Romero and Taylor",Singapore,55
SUP02125,Williams-West,Singapore,33
SUP02126,"Underwood, Sanchez and Reed",India,90
SUP02127,Jefferson-Luna,USA,15
SUP02128,Chambers-Shea,India,89
SUP02129,Johnson LLC,UK,24
SUP02130,"Anderson, Zuniga and Bates",China,41
SUP02131,Flores-Colon,UK,93
SUP02132,Wright-Johnston,Singapore,91
SUP02133,Green-Jackson,USA,84
SUP02134,"Klein, Kelly and Martinez",Singapore,86
SUP02135,"David, Moore and Clements",Singapore,35
SUP02136,Cisneros-Oconnell,UK,17
SUP02137,Phillips-Williams,USA,86
SUP02138,Johnson PLC,UK,31
SUP02139,Hammond-Robinson,China,99
SUP02140,"Rivas, Weaver and Butler",Japan,16
SUP02141,Cox PLC,UK,12
SUP02142,"Murray, Townsend and Medina",Singapore,85
SUP02143,Oliver-Ingram,UK,2
SUP02144,Oconnell Inc,Singapore,47
SUP02145,Smith PLC,Singapore,34
SUP02146,"Jensen, Rodriguez and Flores",Germany,86
SUP02147,Mendoza-Wheeler,Germany,78
SUP02148,Allen-Allen,Germany,33
SUP02149,Cooper-Manning,USA,30
SUP02150,Shannon Group,China,76
SUP02151,Schaefer-Mcguire,UK,62
SUP02152,Martinez Group,India,70
SUP02153,Sweeney-Hansen,Singapore,18
SUP02154,"Berry, Dodson and Roberson",India,33
SUP02155,"Wilkinson, Hayes and Martinez",China,97
SUP02156,Martinez-Hansen,China,10
SUP02157,"Sullivan, Frazier and Owens",China,96
SUP02158,"Bradford, Vazquez and Guerra",Singapore,42
SUP02159,Becker Ltd,China,51
SUP02160,Hernandez PLC,Japan,95
SUP02161,Ray-Jones,UK,20
SUP02162,"Nolan, Alexander and Martin",India,59
SUP02163,"Gonzalez, Wallace and Smith",USA,14
SUP02164,Snyder-Smith,UK,85
SUP02165,Sandoval-Berry,India,87
SUP02166,Monroe LLC,UK,48
SUP02167,Hoover PLC,UK,87
SUP02168,Martinez Group,USA,93
SUP02169,"Williams, Yang and Stewart",Japan,34
SUP02170,"Warner, Black and Hernandez",UK,65
SUP02171,"Brown, Bradley and Hunt",UK,74
SUP02172,Gross and Sons,Germany,43
SUP02173,Hawkins Ltd,Germany,67
SUP02174,Morris Group,UK,51
SUP02175,Bowers-Reid,Japan,100
SUP02176,Morris-Simpson,Singapore,94
SUP02177,"Campbell, Henry and Jenkins",Germany,67
SUP02178,Pittman Inc,Japan,94
SUP02179,Underwood Ltd,China,88
SUP02180,"Simon, Smith and Fleming",USA,26
SUP02181,Duncan and Sons,Germany,51
SUP02182,"Schneider, Chapman and Dunn",China,50
SUP02183,Bonilla LLC,Singapore,68
SUP02184,Johnson-Strickland,Germany,34
SUP02185,Sampson Group,Japan,48
SUP02186,Nelson-Morton,Germany,83
SUP02187,Schwartz-Hamilton,UK,6
SUP02188,Hall-Jones,Germany,76
SUP02189,Hanna Group,Singapore,98
SUP02190,Montgomery Ltd,USA,91
SUP02191,Carter-Meadows,Japan,98
SUP02192,Smith-Howard,Germany,31
SUP02193,"Walsh, Gibson and Anderson",China,2
SUP02194,Brown-Perez,India,5
SUP02195,"Mullins, Hughes and Baldwin",China,24
SUP02196,Baker-Frank,Japan,29
SUP02197,Ford-Martin,Germany,34
SUP02198,"Williams, Freeman and Gibson",India,85
SUP02199,Poole-Cruz,Germany,69
SUP02200,Kirby Ltd,USA,36
SUP02201,Soto LLC,UK,44
SUP02202,"Jenkins, Lewis and Snow",UK,6
SUP02203,Dixon Inc,Germany,33
SUP02204,Hurley-Perez,Japan,59
SUP02205,Petersen-Price,USA,72
SUP02206,Martinez-Villanueva,Japan,68
SUP02207,"Gonzalez, Case and Wright",Japan,79
SUP02208,Simon PLC,Germany,45
SUP02209,"Decker, Malone and Paul",India,86
SUP02210,"Lloyd, Adams and Holmes",Singapore,11
SUP02211,"Reeves, Lamb and Bell",China,44
SUP02212,"Butler, Edwards and Rivera",USA,39
SUP02213,Vasquez-Sanchez,Germany,75
SUP02214,Gallegos PLC,India,36
SUP02215,"Hutchinson, Adams and Castro",Singapore,57
SUP02216,"Robinson, Vazquez and Moore",USA,57
SUP02217,Hardin-Garcia,USA,6
SUP02218,Gonzalez Group,Singapore,32
SUP02219,Duran-Lowe,Singapore,88
SUP02220,Martin LLC,Japan,3
SUP02221,Hicks Ltd,USA,65
SUP02222,Hoover-Byrd,Germany,10
SUP02223,Weaver-Gardner,Singapore,86
SUP02224,"Washington, Morris and Baldwin",Singapore,5
SUP02225,"Fisher, Mcintosh and Graham",UK,71
SUP02226,Garcia-Robbins,UK,80
SUP02227,"Richardson, Robinson and Carter",UK,77
SUP02228,"Ortega, Hernandez and Turner",Germany,34
SUP02229,Novak-Murphy,Singapore,14
SUP02230,"Petty, Ramos and Warner",China,32
SUP02231,"Cervantes, Williams and Smith",UK,62
SUP02232,Washington and Sons,Singapore,13
SUP02233,Sweeney Inc,India,15
SUP02234,Gilmore-Conley,Singapore,21
SUP02235,Black-Adams,USA,40
SUP02236,Miller and Sons,Singapore,50
SUP02237,"Freeman, Lopez and Greene",Japan,98
SUP02238,Pennington Inc,China,82
SUP02239,Irwin PLC,USA,32
SUP02240,Boyer PLC,Japan,98
SUP02241,"Holt, Kennedy and Kim",Japan,81
SUP02242,"Long, Lee and Smith",China,34
SUP02243,Reyes-Garrett,UK,53
SUP02244,"Rose, Baldwin and Lara",China,86
SUP02245,"Wall, Aguilar and Chen",Germany,54
SUP02246,Roberts Group,India,10
SUP02247,Sandoval Inc,Japan,90
SUP02248,"Steele, Glass and Taylor",UK,62
SUP02249,Juarez Group,Germany,23
SUP02250,Davis and Sons,India,97
SUP02251,"Martinez, Allen and Mckinney",Singapore,50
SUP02252,Freeman Inc,UK,96
SUP02253,"Armstrong, Smith and Morales",Japan,15
SUP02254,Abbott Inc,USA,27
SUP02255,Miller Group,UK,54
SUP02256,Rodriguez PLC,India,75
SUP02257,Bush-Thornton,USA,55
SUP02258,Sandoval-Brown,USA,4
SUP02259,Bolton-Smith,China,63
SUP02260,"Hart, May and George",Japan,3
SUP02261,Martinez Ltd,Japan,95
SUP02262,Hernandez-Edwards,Germany,40
SUP02263,Smith PLC,Japan,30
SUP02264,Gutierrez-Jackson,China,47
SUP02265,Sparks PLC,India,56
SUP02266,Herman Inc,China,16
SUP02267,Rivera-Mann,UK,7
SUP02268,Chapman Group,USA,59
SUP02269,Moran PLC,Singapore,39
SUP02270,Torres-Munoz,USA,7
SUP02271,Howard-Fisher,India,86
SUP02272,"Moore, Thompson and Mejia",UK,58
SUP02273,Austin PLC,China,5
SUP02274,"Fischer, Walsh and Garcia",China,77
SUP02275,Davidson-Baker,UK,43
SUP02276,Conway-Butler,Singapore,74
SUP02277,Lucas Group,Singapore,65
SUP02278,Cooper-Trujillo,Singapore,42
SUP02279,"Ross, Jackson and Friedman",Japan,24
SUP02280,Farmer PLC,USA,36
SUP02281,"White, Hutchinson and Stout",Japan,41
SUP02282,Hurley-Byrd,China,39
SUP02283,Rios LLC,UK,50
SUP02284,"Jackson, Chapman and Garner",India,3
SUP02285,Thompson-Burke,Germany,34
SUP02286,"Edwards, Perez and Coleman",Singapore,56
SUP02287,Burton Group,China,87
SUP02288,Parker-Morris,Singapore,92
SUP02289,"Smith, Golden and Avery",USA,63
SUP02290,Larsen-Kelly,USA,61
SUP02291,White Inc,India,2
SUP02292,"Snyder, Wells and Wallace",China,30
SUP02293,"Bradshaw, Salinas and Weber",China,78
SUP02294,Edwards Inc,China,50
SUP02295,Daniels-Martinez,Japan,76
SUP02296,"Sosa, Foster and Garcia",Singapore,49
SUP02297,Ross Group,Germany,19
SUP02298,Watson-Graham,UK,97
SUP02299,"Owen, White and Guerrero",Japan,76
SUP02300,Hernandez-Anderson,Japan,51
SUP02301,Tyler and Sons,China,73
SUP02302,Duran Ltd,UK,7
SUP02303,Bailey-Mckinney,USA,36
SUP02304,Trujillo-Williams,China,92
SUP02305,Dominguez-Williams,USA,75
SUP02306,Clark-Guzman,China,88
SUP02307,"Fox, Jones and Robertson",Germany,94
SUP02308,"Harrell, Jones and Carlson",Germany,87
SUP02309,Walker-Romero,Japan,26
SUP02310,Garcia PLC,China,38
SUP02311,Mahoney-Peck,USA,68
SUP02312,"Ellis, Smith and Higgins",USA,38
SUP02313,Foster LLC,India,29
SUP02314,Smith-Harris,Japan,90
SUP02315,Hendrix Group,India,7
SUP02316,Cobb-Butler,Singapore,26
SUP02317,"Morris, Kirby and Matthews",Germany,39
SUP02318,Smith-Davis,China,33
SUP02319,Jones-Bailey,Japan,46
SUP02320,"Peterson, Ward and Conway",India,27
SUP02321,Wilson and Sons,Germany,60
SUP02322,"Kelly, Diaz and Mercer",China,2
SUP02323,Velasquez PLC,China,27
SUP02324,Evans-Martin,China,82
SUP02325,"Rivas, Nolan and Mullins",Singapore,58
SUP02326,Anderson-Ward,Singapore,96
SUP02327,Rasmussen Group,China,39
SUP02328,"Daniels, Shannon and Wells",India,26
SUP02329,Bridges-Charles,UK,97
SUP02330,"Frazier, Vazquez and Warner",India,24
SUP02331,Mcclain-Fowler,Japan,82
SUP02332,Frost-Edwards,China,42
SUP02333,"Kelley, Ross and Kim",India,34
SUP02334,Mercer-Andersen,USA,1
SUP02335,"Brown, Valdez and Peterson",Japan,34
SUP02336,Edwards PLC,Singapore,8
SUP02337,Thomas-Castillo,USA,71
SUP02338,Miller Inc,Singapore,49
SUP02339,Griffith-Johnson,China,50
SUP02340,Dennis Group,Singapore,12
SUP02341,Mcfarland Inc,USA,95
SUP02342,Thompson-Lewis,UK,13
SUP02343,"Fleming, Schmidt and Lee",Germany,40
SUP02344,"Jackson, Warner and Gilbert",India,14
SUP02345,Hunter Inc,Japan,54
SUP02346,Shelton Group,Germany,77
SUP02347,"Walker, Cook and Anderson",China,68
SUP02348,"Jones, Evans and Garcia",Singapore,39
SUP02349,"Miller, Williams and Edwards",Singapore,34
SUP02350,"Henderson, Henderson and Love",Singapore,88
SUP02351,"Henderson, Green and Ward",Japan,81
SUP02352,Ramos-Ochoa,Japan,64
SUP02353,Andrews-Solis,Singapore,32
SUP02354,Shah-Mendoza,Japan,4
SUP02355,"Gardner, Gross and Lawson",UK,2
SUP02356,"Chase, Smith and Garrett",Japan,90
SUP02357,"Durham, Hudson and Moreno",China,49
SUP02358,Perry-Jackson,Singapore,2
SUP02359,Frey PLC,Japan,49
SUP02360,"Santos, Cooper and Chaney",Japan,72
SUP02361,Miller Inc,China,63
SUP02362,Harmon-White,Japan,14
SUP02363,"Brown, Fritz and Houston",UK,39
SUP02364,Wood Group,China,2
SUP02365,Phillips and Sons,Japan,99
SUP02366,Ortiz-Graves,India,91
SUP02367,Cobb-Hoffman,USA,43
SUP02368,Lewis-Herrera,Singapore,55
SUP02369,Tran PLC,UK,98
SUP02370,Ryan-Matthews,UK,90
SUP02371,Wood-Petersen,UK,25
SUP02372,Johnson-Roach,Singapore,16
SUP02373,Morris-Parker,Singapore,86
SUP02374,Stevens PLC,Singapore,44
SUP02375,Reed-Smith,USA,91
SUP02376,Gonzales and Sons,China,75
SUP02377,Reid and Sons,Japan,64
SUP02378,Mcbride-Alexander,Germany,54
SUP02379,Lee and Sons,USA,91
SUP02380,"Adams, Hicks and Gonzales",Japan,13
SUP02381,"Garcia, Jackson and Barton",China,53
SUP02382,"Khan, Miller and Singh",USA,35
SUP02383,Lindsey-Rodgers,China,93
SUP02384,Jordan-Butler,USA,57
SUP02385,Pena and Sons,Singapore,3
SUP02386,Hudson-Mckinney,Germany,43
SUP02387,Middleton-Young,Germany,46
SUP02388,Garcia-Romero,Germany,45
SUP02389,Hernandez-King,Japan,71
SUP02390,Robinson-Wyatt,UK,67
SUP02391,Johnson Ltd,USA,84
SUP02392,Powers and Sons,USA,29
SUP02393,Tyler Group,UK,73
SUP02394,Miller Group,UK,10
SUP02395,"Robinson, Castillo and Strong",UK,51
SUP02396,"Buck, Ford and Hayes",Germany,22
SUP02397,James-Stevens,UK,75
SUP02398,Solis Inc,India,61
SUP02399,Sanchez LLC,UK,17
SUP02400,"Graham, Valdez and Hudson",USA,52
SUP02401,Lewis-Johns,Singapore,12
SUP02402,Luna-Reese,Germany,52
SUP02403,Baker-Dunn,China,55
SUP02404,"Mcgee, Williams and Stevens",India,27
SUP02405,Maldonado-Huang,Japan,29
SUP02406,Mcgrath-Rich,Japan,78
SUP02407,"Harris, Rogers and Rodriguez",USA,8
SUP02408,Matthews Inc,China,35
SUP02409,Lawrence-Perkins,UK,76
SUP02410,Davidson-Holmes,Germany,61
SUP02411,Ross-Hall,China,15
SUP02412,Lloyd Group,Germany,88
SUP02413,"Simmons, Drake and Copeland",USA,98
SUP02414,"Black, Joseph and Archer",India,72
SUP02415,Gonzalez-Williams,Singapore,49
SUP02416,Mclaughlin Ltd,UK,94
SUP02417,Allen-Pierce,Singapore,53
SUP02418,Torres PLC,Japan,54
SUP02419,Smith Inc,Singapore,64
SUP02420,"Aguilar, Banks and Fox",China,66
SUP02421,"Hunt, Orr and Norton",China,2
SUP02422,"Smith, Richards and Miller",Singapore,86
SUP02423,Gonzalez-Williamson,Germany,76
SUP02424,Davis-Curtis,Japan,19
SUP02425,Calhoun-Rocha,Japan,93
SUP02426,"Roberson, Davis and Jones",USA,64
SUP02427,Peters-Quinn,Singapore,5
SUP02428,"Hodge, Morrison and Cook",India,35
SUP02429,Rowe and Sons,Germany,98
SUP02430,Kim Group,Singapore,91
SUP02431,Hammond LLC,India,4
SUP02432,Davis-Brown,UK,48
SUP02433,"Smith, Alexander and Parks",USA,81
SUP02434,Smith Group,UK,39
SUP02435,Norton-Armstrong,USA,59
SUP02436,Hunt-Holland,Germany,48
SUP02437,Griffith-Adams,India,49
SUP02438,"Baker, Benitez and Grant",India,29
SUP02439,Dougherty LLC,UK,90
SUP02440,Gonzalez-Fowler,India,21
SUP02441,Reyes-Henderson,India,79
SUP02442,Martinez-Hernandez,Singapore,49
SUP02443,"Andrade, Vincent and Herring",China,35
SUP02444,Collier Group,Singapore,97
SUP02445,Potter Group,Germany,93
SUP02446,Scott-Butler,Singapore,93
SUP02447,Russell LLC,China,68
SUP02448,"Santos, Mccoy and Cook",Japan,12
SUP02449,Farrell and Sons,Germany,74
SUP02450,Brown-Franco,Japan,7
SUP02451,"Gordon, Brown and Gamble",UK,40
SUP02452,Shelton Ltd,China,70
SUP02453,Mccormick-Smith,UK,67
SUP02454,Fry Ltd,Japan,55
SUP02455,"Thompson, Harding and Phillips",UK,3
SUP02456,Farmer Ltd,Japan,62
SUP02457,Miller PLC,Germany,42
SUP02458,Moore-Zimmerman,USA,11
SUP02459,"Lewis, Martinez and Jackson",China,90
SUP02460,"Price, Campbell and Koch",India,27
SUP02461,"Moreno, Navarro and Harris",UK,80
SUP02462,Ellis Group,China,55
SUP02463,"Davis, Paul and Johnson",USA,95
SUP02464,Potter-Christensen,Germany,100
SUP02465,Hudson Group,India,96
SUP02466,"Clark, Webb and Little",Japan,38
SUP02467,Dixon Ltd,UK,75
SUP02468,Diaz Ltd,China,87
SUP02469,"Higgins, Kelly and Houston",Singapore,54
SUP02470,"Morgan, Anderson and Walker",UK,27
SUP02471,Thompson-Holmes,USA,21
SUP02472,Deleon and Sons,Germany,14
SUP02473,Foster-Thornton,Germany,14
SUP02474,Miller-Delgado,Japan,40
SUP02475,Lawson-Nicholson,India,63
SUP02476,Velazquez-Diaz,China,61
SUP02477,"Price, Atkins and Casey",India,30
SUP02478,Smith and Sons,UK,88
SUP02479,Kelly-Elliott,Singapore,96
SUP02480,Webb Inc,USA,1
SUP02481,Guzman-Beltran,China,81
SUP02482,Alvarado-Matthews,Japan,85
SUP02483,"Bryant, Brown and Luna",India,52
SUP02484,Keith-Carson,USA,100
SUP02485,Morrow-Goodwin,China,32
SUP02486,"Carter, Moore and Barrett",USA,94
SUP02487,"Stewart, Montoya and Turner",Germany,90
SUP02488,"Hall, Preston and Roberson",USA,84
SUP02489,Price LLC,USA,21
SUP02490,Liu Ltd,Germany,49
SUP02491,Reilly-Martin,China,14
SUP02492,"Miller, Davis and Davis",Japan,6
SUP02493,"Johnson, Mullins and Waters",India,63
SUP02494,"Hughes, Hubbard and Walsh",India,49
